Sentence,Aspect Term,polarity,Aspect_Label,Sentiment_Label
Nothing better than buying a snapple for $3.25 too.,snapple,1,2012,1
"When family came in he gave them apps to test their palets, and then ordered for them.",apps,2,764,0
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",Service,1,1133,1
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",decor,1,1322,1
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,0,2013,2
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,2,2014,0
The service was excellent and the food was delicious.,service,1,34,1
The service was excellent and the food was delicious.,food,1,1031,1
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,scene,0,2015,2
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,0,2016,2
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,2,1301,0
Right off the major deegan you get ladies from all over the city.,ladies,1,2017,1
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,0,1305,2
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,1,2018,1
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,0,1031,2
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,fillings,2,2019,0
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,1,2020,1
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",lunch,1,1082,1
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,1,1083,1
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",pre-theatre or after-theatre drinks,1,2021,1
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,1,1375,1
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,0,2022,2
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,0,2023,2
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,0,2024,2
Had a late night dinner on a Saturday night.,dinner,2,1083,0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,1,1031,1
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,1,34,1
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,1,1048,1
Their sake martini is wonderful.,sake martini,1,1097,1
"Well, this place is so Ghetto its not even funny.",place,0,1074,2
Once they ran out of Gnochi and made it for me from scratch!,Gnochi,2,2025,0
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,1,1092,1
"Found service above average, but that could be because we were 13 of us.",service,1,34,1
"Bagels are ok, but be sure not to make any special requests!",Bagels,2,1039,0
fine dining restaurant quality.,quality,1,5,1
Overall a disappointing experience for that price category.,price,0,37,2
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,2,2026,0
The food was exceptional.,food,1,1031,1
A Thai restaurant out of rice during dinner?,rice,2,1245,0
A Thai restaurant out of rice during dinner?,dinner,2,1083,0
The portions are small but being that the food was so good makes up for that.,portions,0,1230,2
The portions are small but being that the food was so good makes up for that.,food,1,1031,1
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,1,2027,1
"Sure, the setting is nice.",setting,1,1091,1
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,1,34,1
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,1,1031,1
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,2,1372,0
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,2,1096,0
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,2,2028,0
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,2,1281,0
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,1,2029,1
Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,1,2030,1
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,0,1335,2
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,1,2031,1
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,1,2032,1
Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,1,2033,1
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,1,37,1
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,2,1767,0
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,2,1182,0
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,2,1116,0
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,0,2034,2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,0,1377,2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,0,2035,2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,0,1480,2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,0,1514,2
I recommend this place to everyone who asks me where to go for a good meal.,meal,1,1076,1
The waitresses are nice--also you can just get counter service sit.,waitresses,1,1648,1
The waitresses are nice--also you can just get counter service sit.,counter service,1,2036,1
